ORF,PE35_KO_vs_mbio_H37Rv,PPE68_KO_vs_mbio_H37Rv,Rv0950c_KO_vs_CB_WT,Rv0954_KO_vs_RJ_WT,Rv1096_KO_vs_CB_WT,Rv3005c_KO_day32_vs_dejesus_H37Rv_day32,Rv3594_KO_vs_Rubin_FLUTE_WT,Rv3684_KO_vs_CB_WT,Rv3717_KO_vs_Rubin_FLUTE_WT,Rv3811_KO_vs_Rubin_FLUTE_WT,bellerose_MB_HRZE_wk1_vs_bellerose_MB_d21_untreated,bellerose_MB_HRZE_wk1_vs_bellerose_MB_pretreatment,bellerose_MB_d21_untreated_vs_bellerose_MB_pretreatment,carey_621_vs_mbio_H37Rv,carey_630_vs_mbio_H37Rv,carey_631_vs_mbio_H37Rv,carey_632_vs_mbio_H37Rv,carey_641_vs_mbio_H37Rv,carey_662_vs_mbio_H37Rv,carey_663_vs_mbio_H37Rv,carey_667_vs_mbio_H37Rv,dejesus_H37Rv_day32_vs_dejesus_H37Rv_day0,dejesus_Rv0307c_day32_vs_dejesus_Rv0307c_day0,dejesus_Rv1432_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1432_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1432_day32_vs_dejesus_Rv1432_day0,dejesus_Rv1565c_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1565c_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1565c_day32_vs_dejesus_Rv1565c_day0,dejesus_Rv2680_day0_vs_dejesus_H37Rv_day0,dejesus_Rv2680_day32_vs_dejesus_H37Rv_day32,dejesus_Rv2680_day32_vs_dejesus_Rv2680_day0,dejesus_Rv3916c_day32_vs_dejesus_Rv3916c_day0,eccD1_KO_vs_mbio_H37Rv,espI_KO_vs_mbio_H37Rv,griffin_cholesterol_vs_griffin_glycerol,griffin_glycerol_vs_mbio_H37Rv,kieser_dPonA1_vs_mbio_H37Rv,korte_2016_otsa_trehalose_vs_korte_2016_otsa_7h9,marP_KO_vs_marP_WT,minato_minimal_plate_vs_minato_rich_plate,mishra_C3H_vs_mishra_B6,mishra_NOS2_vs_mishra_B6,mishra_NOS2_vs_mishra_C3H,nambi_2015_ctpC_vs_nambi_2015_wt,ritterhaus_hypoxia_H3_vs_ritterhaus_hypoxia_input,ritterhaus_hypoxia_H6_vs_ritterhaus_hypoxia_input,xu_emb_2.5_vs_xu_emb_0,xu_emb_3_vs_xu_emb_0,xu_inh_025_vs_xu_inh_0,xu_inh_02_vs_xu_inh_0,xu_mero_2.5_vs_xu_mero_0,xu_rif_4_vs_xu_rif_0,xu_van_16_vs_xu_van_0,zhang_AA_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_DETA-NO_pH_7.0_vs_zhang_pH_7.0_no_NO_control,zhang_Fe_1.5mM_vs_zhang_Fe_450uM,zhang_Trp_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_Tyloxapol_pH_6.5_vs_zhang_Tyloxapol_pH_4.5,zhang_Tyloxapol_pH_6.5_vs_zhang_pcit_pH_4.5,zhang_mhcii_mouse_d10_vs_zhang_wt_mouse_d10,zhang_mhcii_mouse_d45_vs_zhang_wt_mouse_d45,zhang_wt_mouse_d10_vs_zhang_input_library,zhang_wt_mouse_d45_vs_zhang_input_library,Functional_Category
Rv3561,1.0,1.0,1.0,1.0,1.0,0.47324,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99343,1.0,1.0,1.0,1.0,1.0,0.93765,0.99911,0.15871,1.0,0.0,0.07708,1.0,0.85557,0.41064,1.0,0.7511399999999999,0.79609,0.20214,1.0,1.0,1.0,0.0,0.24427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,lipid metabolism
Rv3562,1.0,1.0,1.0,1.0,1.0,0.58214,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8813700000000001,0.9988,0.89891,0.79515,1.0,0.91916,1.0,0.93315,0.91509,1.0,0.27661,0.4746,1.0,0.85557,1.0,1.0,0.7499600000000001,0.75232,1.0,0.55882,1.0,1.0,0.23734,0.47261,1.0,1.0,0.92128,1.0,1.0,1.0,1.0,0.97527,1.0,0.94676,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7296,1.0,1.0,0.91871,1.0,1.0,0.53087,0.1082,lipid metabolism
Rv3563,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.35337,0.83257,1.0,1.0,1.0,0.8603700000000001,0.9374,1.0,0.0133,0.86366,0.84646,0.19835,0.5211,0.85557,0.17079,1.0,0.19445,0.0,0.24082,1.0,1.0,1.0,0.04256,0.16145,1.0,1.0,0.9129,0.69799,1.0,1.0,1.0,1.0,1.0,0.92105,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.88079,1.0,1.0,0.7996800000000001,1.0,1.0,1.0,0.51472,lipid metabolism
Rv3564,1.0,1.0,1.0,0.67476,1.0,0.65946,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96804,1.0,0.79978,1.0,1.0,1.0,1.0,0.91216,1.0,0.8661700000000001,0.8256399999999999,0.59097,0.6556,0.28189000000000003,1.0,0.86008,1.0,0.82294,1.0,1.0,1.0,0.007390000000000002,0.7451300000000001,0.8866700000000001,1.0,1.0,0.93255,1.0,1.0,1.0,0.97527,1.0,0.94184,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.64786,1.0,1.0,0.82449,1.0,1.0,1.0,0.13212000000000002,lipid metabolism
Rv3565,1.0,1.0,1.0,1.0,1.0,0.73055,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.60545,0.78289,0.76159,0.70387,1.0,0.77785,1.0,0.94176,1.0,1.0,0.02942,0.26167,0.8392299999999999,0.4554,0.79672,1.0,0.41671,1.0,1.0,1.0,1.0,1.0,1.0,0.77509,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.68637,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.35264,1.0,1.0,0.21124,0.98316,intermediary metabolism and respiration
Rv3566c,1.0,1.0,1.0,1.0,1.0,0.47222,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.40093,0.89731,0.88307,0.27837,1.0,1.0,0.26776,0.99525,0.95379,1.0,0.92305,0.86179,1.0,0.92737,0.71573,1.0,0.701,0.85426,1.0,1.0,1.0,1.0,1.0,0.6028399999999999,1.0,1.0,0.98122,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.93225,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv3567c,1.0,1.0,1.0,1.0,1.0,0.47324,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25252,1.0,1.0,0.8376399999999999,1.0,0.96958,1.0,0.89145,1.0,1.0,0.8715299999999999,1.0,1.0,0.85719,1.0,1.0,0.92962,0.82383,0.8875299999999999,1.0,1.0,1.0,0.81162,0.51503,0.95048,1.0,1.0,1.0,1.0,1.0,1.0,0.70601,1.0,0.31746,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55928,1.0,1.0,1.0,1.0,1.0,0.01345,1.0,intermediary metabolism and respiration
Rv3568c,1.0,1.0,1.0,0.85152,1.0,0.88512,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.84235,0.8981899999999999,0.75995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.54109,0.7782899999999999,0.33739,0.84462,0.44048,1.0,0.84403,1.0,0.19329,0.23843000000000006,1.0,1.0,0.0,0.8460700000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv3569c,1.0,1.0,1.0,1.0,1.0,0.43542,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.90999,0.91708,0.93113,0.32954,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.09646,0.82436,1.0,1.0,1.0,0.45495,0.11735,1.0,1.0,1.0,0.0,0.9465,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97527,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06887,intermediary metabolism and respiration
Rv3570c,1.0,1.0,1.0,1.0,1.0,0.32709,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.77959,1.0,0.86639,1.0,1.0,0.86315,0.96072,0.80713,1.0,0.2318,1.0,1.0,0.09388,0.14547000000000002,1.0,0.42186,1.0,1.0,1.0,1.0,1.0,0.01931,1.0,1.0,1.0,1.0,0.96054,1.0,1.0,1.0,0.86321,1.0,0.99609,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv3571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.79271,0.92034,1.0,0.7653,1.0,1.0,0.94042,0.95377,0.47253,1.0,0.2292,0.38912,0.35436,0.85557,0.94309,1.0,0.59639,1.0,0.06611,0.7813100000000001,1.0,1.0,0.0,1.0,1.0,1.0,0.98301,1.0,1.0,1.0,1.0,0.6975100000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8174899999999999,intermediary metabolism and respiration
Rv3573c,1.0,1.0,1.0,1.0,1.0,0.58475,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15872999999999998,0.41877,1.0,0.82957,1.0,0.99214,0.72929,0.53259,1.0,1.0,0.77042,0.26357,0.81614,0.85557,1.0,1.0,0.76286,0.8166899999999999,1.0,1.0,1.0,1.0,0.14657,0.46944,1.0,1.0,0.97393,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8922100000000001,1.0,1.0,1.0,1.0,lipid metabolism
Rv3574,1.0,1.0,1.0,1.0,1.0,0.47324,0.21685,1.0,0.0,0.08215,1.0,1.0,1.0,0.5965199999999999,0.57184,1.0,0.09656,0.51243,1.0,1.0,0.78136,0.0,1.0,0.5129600000000001,1.0,0.0,0.97305,0.41662,1.0,0.006999999999999999,0.34171,0.00443,1.0,1.0,1.0,1.0,1.0,0.71938,1.0,1.0,1.0,0.0,0.0,1.0,0.41917,0.03224,0.0,1.0,0.03159,0.63254,1.0,1.0,1.0,1.0,1.0,1.0,0.71185,1.0,1.0,0.4467,0.8987200000000001,1.0,0.25378,0.13560999999999998,regulatory proteins
Rv3575c,1.0,1.0,1.0,1.0,1.0,0.73055,1.0,1.0,0.72748,1.0,1.0,1.0,1.0,0.98296,1.0,0.5969800000000001,0.33691,1.0,1.0,1.0,0.78067,0.10194,1.0,0.84959,0.40161,0.57806,1.0,0.0,1.0,0.69125,0.31627,0.79351,1.0,1.0,1.0,0.03934,0.99179,0.7872600000000001,1.0,0.51857,0.45908,1.0,0.6463,1.0,1.0,0.40316,0.43375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1102,1.0,1.0,1.0,1.0,regulatory proteins
Rv3576,1.0,1.0,1.0,1.0,1.0,0.47324,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.82709,0.61282,0.98712,0.79045,1.0,1.0,1.0,1.0,1.0,1.0,0.4577100000000001,0.8451700000000001,1.0,0.76556,0.79414,1.0,0.03365,0.37269,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.91011,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8822399999999999,1.0,1.0,0.63263,1.0,1.0,1.0,1.0,cell wall and cell processes
Rv3578,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.41895,1.0,0.99689,0.9988,1.0,1.0,1.0,1.0,1.0,1.0,0.99003,1.0,0.13842000000000002,0.97277,1.0,0.7326,1.0,1.0,0.44287,0.41537,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8664200000000001,1.0,1.0,1.0,0.97527,1.0,0.76767,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.18415,1.0,1.0,1.0,0.32338,cell wall and cell processes
Rv3579c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13369,1.0,0.5712,1.0,0.43942,0.02112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.34488,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv3580c,1.0,1.0,1.0,1.0,1.0,0.73055,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75545,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.76088,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,information pathways
Rv3581c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv3582c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7047,0.58607,0.72336,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.27051,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv3583c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.47865,0.97169,0.69843,0.5712,0.55758,1.0,1.0,1.0,0.95476,1.0,0.71872,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.76088,1.0,0.84634,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,regulatory proteins
Rv3584,1.0,1.0,1.0,1.0,1.0,0.40092,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.45716,0.97107,1.0,0.8605799999999999,1.0,1.0,0.9532,1.0,0.77983,1.0,0.98114,0.6243,1.0,0.16981,0.07635,1.0,0.92165,0.37868,1.0,1.0,1.0,1.0,1.0,0.40627,1.0,1.0,1.0,0.93255,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99697,1.0,1.0,0.7047,1.0,1.0,1.0,0.3135,cell wall and cell processes
Rv3585,1.0,1.0,1.0,1.0,1.0,0.43242,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4931100000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95292,1.0,0.81642,1.0,1.0,0.28397,0.8297100000000001,1.0,0.12791,0.36797,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97527,1.0,0.98411,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9846,1.0,information pathways
Rv3587c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98956,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98411,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.54577,0.34472,cell wall and cell processes
Rv3588c,1.0,1.0,0.96056,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4931100000000001,0.58226,0.66167,0.6835100000000001,1.0,0.87954,0.60112,0.97154,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.41424,0.997,1.0,1.0,0.17592,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv3589,1.0,1.0,1.0,1.0,1.0,0.47324,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8663799999999999,1.0,1.0,1.0,1.0,1.0,0.95533,1.0,1.0,1.0,0.13424,0.77756,1.0,0.44813,0.81866,1.0,0.67274,0.16030999999999998,0.01088,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.92952,0.85977,1.0,1.0,0.74002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8174899999999999,information pathways
Rv3590c,1.0,1.0,1.0,1.0,1.0,0.39282,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04282,0.04617,0.04567,0.08494,0.03784,0.038,0.0,0.03213,0.99915,1.0,0.22941,0.62535,1.0,1.0,0.6743600000000001,1.0,0.84403,0.88749,1.0,0.10218,1.0,1.0,1.0,0.01174,0.41215,1.0,1.0,0.57775,1.0,1.0,1.0,1.0,1.0,0.27723000000000003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7996800000000001,1.0,1.0,1.0,1.0,PE/PPE
Rv3591c,1.0,1.0,1.0,1.0,1.0,0.75672,1.0,1.0,0.66166,1.0,1.0,1.0,1.0,0.12469,0.54557,0.94929,0.04725,1.0,0.50844,1.0,0.04461,1.0,1.0,0.08267000000000001,1.0,1.0,0.0266,0.15785,1.0,0.342,0.88295,1.0,0.7236,1.0,1.0,1.0,0.21796,1.0,1.0,1.0,0.8991899999999999,1.0,1.0,1.0,0.96659,1.0,0.30172,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.91871,1.0,1.0,1.0,0.23497,intermediary metabolism and respiration
Rv3592,1.0,1.0,1.0,0.54324,1.0,0.60368,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.83185,0.97169,1.0,0.98257,1.0,1.0,0.58023,1.0,1.0,1.0,0.04623,0.71782,1.0,0.85557,0.7492800000000001,1.0,0.27814,0.53328,1.0,1.0,1.0,1.0,1.0,0.48407,1.0,1.0,1.0,0.2038,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.88079,1.0,1.0,0.93861,1.0,1.0,1.0,0.92127,intermediary metabolism and respiration
Rv3593,1.0,1.0,1.0,0.00831,1.0,1.0,1.0,1.0,0.78717,1.0,1.0,1.0,1.0,0.27431,0.41021,0.3712,0.99457,0.7269,0.89576,0.39641,0.54243,0.6610199999999999,1.0,0.4577100000000001,1.0,1.0,0.85557,1.0,1.0,0.84403,1.0,0.50264,1.0,1.0,1.0,1.0,0.7509,0.78181,1.0,0.0,0.4431600000000001,1.0,1.0,1.0,0.97527,1.0,0.80919,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.70407,1.0,1.0,0.0261,0.0,cell wall and cell processes
Rv3595c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8127300000000001,1.0,0.19324,1.0,1.0,1.0,0.96791,0.79287,0.16530999999999998,1.0,0.7656,0.81202,1.0,0.5835199999999999,0.77965,1.0,1.0,0.50945,1.0,1.0,1.0,1.0,1.0,0.5314800000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04232,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.70407,1.0,1.0,1.0,0.23466,PE/PPE
Rv3596c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.61748,1.0,1.0,0.5712,1.0,1.0,0.31616,0.72336,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8174899999999999,intermediary metabolism and respiration
Rv3597c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.27578,1.0,0.84325,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,information pathways
Rv3598c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5712,0.96954,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.27051,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.92149,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8174899999999999,information pathways
Rv3601c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.38855,1.0,0.97948,1.0,1.0,0.59342,0.34071,0.72336,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8398399999999999,0.92269,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.88279,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8174899999999999,intermediary metabolism and respiration
Rv3602c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5985,1.0,0.28262,1.0,0.18259,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv3604c,0.42247,0.21764,1.0,0.42482,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7669699999999999,1.0,1.0,0.0,1.0,0.05051,0.93694,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.44822,0.96002,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,cell wall and cell processes
Rv3605c,1.0,1.0,1.0,1.0,1.0,0.47324,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0685,0.9742,1.0,0.7472,1.0,1.0,1.0,1.0,0.10352,1.0,0.30841,0.7612300000000001,1.0,0.43281,0.7316600000000001,1.0,0.93115,0.63857,1.0,1.0,1.0,1.0,1.0,0.48,0.8897299999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.52251,1.0,1.0,1.0,1.0,1.0,1.0,0.5718,1.0,1.0,1.0,1.0,1.0,1.0,1.0,cell wall and cell processes
Rv3606c,1.0,1.0,1.0,1.0,1.0,0.5265,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8548399999999999,0.97107,0.93008,0.91789,1.0,1.0,0.7219800000000001,0.73168,0.90766,1.0,0.92656,1.0,1.0,0.70449,0.41099,1.0,1.0,0.98977,1.0,1.0,1.0,1.0,1.0,0.94439,1.0,1.0,0.8200799999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.23342,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv3607c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.11091,0.4454,0.16758,0.4874,0.16999,0.44484,0.7219800000000001,0.6262300000000001,1.0,1.0,0.72139,1.0,1.0,0.85557,1.0,1.0,0.84403,1.0,0.76151,1.0,1.0,1.0,1.0,0.92292,0.95048,1.0,1.0,1.0,1.0,1.0,1.0,0.55029,1.0,0.2204,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.70407,1.0,1.0,1.0,0.9986,intermediary metabolism and respiration
Rv3608c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.86715,0.47063,0.3712,0.58348,0.53975,0.19728,0.46887,0.45246,1.0,1.0,0.8145899999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99242,0.95227,1.0,1.0,1.0,1.0,1.0,1.0,0.97527,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv3609c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.60917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.76088,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
