"","ORF","Name","Description","Final.Call","tuberculist","tbdb","kegg","pubmed","google","pubmed_name","google_name","essentiality","geneName"
"2973","Rv2900c","fdhF","Possible formate dehydrogenase H FdhF (formate-hydrogen-lyase-linked, selenocysteine-containing polypeptide) (formate dehydrogenase-H alpha subunit) (FDH-H)","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv2900c' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv2900c' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv2900c' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv2900c' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv2900c' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=fdhF' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=fdhF' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv2900c"
"2974","Rv2901c","Rv2901c","hypothetical protein","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv2901c' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv2901c' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv2901c' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv2901c' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv2901c' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv2901c' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=Rv2901c' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv2901c"
"2975","Rv2902c","rnhB","Probable ribonuclease HII protein RnhB (RNase HII)","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv2902c' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv2902c' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv2902c' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv2902c' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv2902c' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=rnhB' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=rnhB' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv2902c"
"2976","Rv2903c","lepB","Probable signal peptidase I LepB (SPASE I) (leader peptidase I)","Essential","<a href='https://mycobrowser.epfl.ch/genes/Rv2903c' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv2903c' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv2903c' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv2903c' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv2903c' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=lepB' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=lepB' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Essential","<span style=""font-weight:bold"">ORF: </span>Rv2903c"
"2977","Rv2904c","rplS","50S ribosomal protein L19 RplS","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv2904c' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv2904c' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv2904c' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv2904c' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv2904c' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=rplS' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=rplS' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv2904c"
"2978","Rv2905","lppW","Probable conserved alanine rich lipoprotein LppW","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv2905' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv2905' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv2905' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv2905' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv2905' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=lppW' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=lppW' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv2905"
"2979","Rv2906c","trmD","Probable tRNA (guanine-N1)-methyltransferase TrmD (M1G-methyltransferase) (tRNA [GM37] methyltransferase)","Growth-defect","<a href='https://mycobrowser.epfl.ch/genes/Rv2906c' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv2906c' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv2906c' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv2906c' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv2906c' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=trmD' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=trmD' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Growth-defect","<span style=""font-weight:bold"">ORF: </span>Rv2906c"
"2980","Rv2907c","rimM","Probable 16S rRNA processing protein RimM","Growth-defect","<a href='https://mycobrowser.epfl.ch/genes/Rv2907c' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv2907c' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv2907c' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv2907c' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv2907c' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=rimM' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=rimM' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Growth-defect","<span style=""font-weight:bold"">ORF: </span>Rv2907c"
"2981","Rv2908c","Rv2908c","hypothetical protein","Growth-defect","<a href='https://mycobrowser.epfl.ch/genes/Rv2908c' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv2908c' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv2908c' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv2908c' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv2908c' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv2908c' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=Rv2908c' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Growth-defect","<span style=""font-weight:bold"">ORF: </span>Rv2908c"
"2982","Rv2909c","rpsP","30S ribosomal protein S16 RpsP","Growth-defect","<a href='https://mycobrowser.epfl.ch/genes/Rv2909c' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv2909c' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv2909c' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv2909c' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv2909c' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=rpsP' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=rpsP' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Growth-defect","<span style=""font-weight:bold"">ORF: </span>Rv2909c"
"2983","Rv2910c","Rv2910c","hypothetical protein","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv2910c' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv2910c' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv2910c' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv2910c' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv2910c' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv2910c' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=Rv2910c' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv2910c"
"2984","Rv2911","dacB2","Probable penicillin-binding protein DacB2 (D-alanyl-D-alanine carboxypeptidase) (DD-peptidase) (DD-carboxypeptidase) (PBP) (DD-transpeptidase) (serine-type D-ala-D-ala carboxypeptidase) (D-amino acid hydrolase)","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv2911' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv2911' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv2911' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv2911' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv2911' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=dacB2' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=dacB2' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv2911"
"2985","Rv2912c","Rv2912c","Probable transcriptional regulatory protein (probably TetR-family)","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv2912c' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv2912c' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv2912c' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv2912c' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv2912c' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv2912c' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=Rv2912c' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv2912c"
"2986","Rv2913c","Rv2913c","Possible D-amino acid aminohydrolase (D-amino acid hydrolase)","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv2913c' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv2913c' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv2913c' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv2913c' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv2913c' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv2913c' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=Rv2913c' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv2913c"
"2987","Rv2914c","pknI","Probable transmembrane serine/threonine-protein kinase I PknI (protein kinase I) (STPK I) (phosphorylase B kinase kinase) (hydroxyalkyl-protein kinase)","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv2914c' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv2914c' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv2914c' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv2914c' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv2914c' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=pknI' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=pknI' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv2914c"
"2988","Rv2915c","Rv2915c","hypothetical protein","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv2915c' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv2915c' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv2915c' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv2915c' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv2915c' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv2915c' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=Rv2915c' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv2915c"
"2989","Rv2916c","ffh","Probable signal recognition particle protein Ffh (fifty-four homolog) (SRP protein)","Essential","<a href='https://mycobrowser.epfl.ch/genes/Rv2916c' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv2916c' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv2916c' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv2916c' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv2916c' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=ffh' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=ffh' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Essential","<span style=""font-weight:bold"">ORF: </span>Rv2916c"
"2990","Rv2917","Rv2917","Conserved hypothetical alanine and arginine rich protein","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv2917' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv2917' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv2917' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv2917' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv2917' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv2917' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=Rv2917' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv2917"
"2991","Rv2918c","glnD","Probable [protein-PII] uridylyltransferase GlnD (PII uridylyl-transferase) (uridylyl removing enzyme) (UTASE)","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv2918c' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv2918c' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv2918c' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv2918c' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv2918c' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=glnD' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=glnD' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv2918c"
"2992","Rv2919c","glnB","Probable nitrogen regulatory protein P-II GlnB","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv2919c' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv2919c' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv2919c' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv2919c' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv2919c' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=glnB' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=glnB' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv2919c"
"2993","Rv2920c","amt","Probable ammonium-transport integral membrane protein Amt","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv2920c' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv2920c' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv2920c' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv2920c' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv2920c' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=amt' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=amt' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv2920c"
